"NAME","TYPE","PRICE","REVIEW_COUNT","STAR","TELL","ADDRESS","ZIPCODE","MEDIAN_SAL","MEDIAN_SAL.1","POP","CITY","latitude","longitude"
"JanÎês Kitchen","Breakfast & Brunch",1,27,4,"(508) 852-0432","580 W Boylston St  Worcester, MA 01606",1606,57646,57646,19516,"Worcester",42.3113985,-71.7979039
"DellÎêOvoÎês Kitchen","Italian",1,5,4,"(508) 791-1899","257 Shrewsbury St  Worcester, MA 01604",1604,47438,47438,33032,"Worcester",42.2675195,-71.7818826
"Funky MurphyÎês","American",2,62,3,"(508) 753-2995","305 Shrewsbury St  Worcester, MA 01604",1604,47438,47438,33032,"Worcester",42.2686147,-71.7796728
"DinoÎês Ristorante Italiano","Pizza",2,74,3.5,"(508) 799-6068","13 Lord St  Worcester, MA 01604",1604,47438,47438,33032,"Worcester",42.2646017,-71.7768353
"MacÎês Diner","Diners",2,24,3.5,"(508) 868-7508","185 Shrewsbury St  Worcester, MA 01604",1604,47438,47438,33032,"Worcester",42.2658857,-71.7854137
"Plaza Azteca","Mexican",2,102,3.5,"(508) 853-3536","539 Lincoln St  Worcester, MA 01605",1605,41023,41023,24799,"Worcester",42.2948504,-71.7728635
"Red Lantern","Vegetarian",2,51,2.5,"(508) 795-0500","235 Shrewsbury St  Worcester, MA 01604",1604,47438,47438,33032,"Worcester",42.2668689,-71.7827331
"Sahara Restaurant","Beer Bar",2,39,3,"(508) 798-2181","143 Highland St  Worcester, MA 01609",1609,44501,44501,20425,"Worcester",42.270762,-71.8085867
"The Original Village Pizza","Pizza",1,11,4,"(508) 926-8383","50 Greenwood St  Worcester, MA 01607",1607,47987,47987,8415,"Worcester",42.2300942,-71.7933724
"Sakura Tokyo","Japanese",2,74,3,"(508) 792-1068","640 Park Ave  Worcester, MA 01603",1603,37454,37454,14613,"Worcester",42.2465029,-71.8352813
"MauryÎês Delicatessen","Delis",1,16,3.5,"(508) 754-4446","1125 Main St  Worcester, MA 01603",1603,37454,37454,14613,"Worcester",42.2445336,-71.8351973
"Green Island Diner","Diners",1,3,4,"(508) 753-4189","162 Millbury St  Worcester, MA 01610",1610,21388,21388,15545,"Worcester",42.2512996,-71.799976
"Sazon Latino Restaurant","Spanish",1,5,3.5,"(508) 797-5645","130 Chandler St  Worcester, MA 01609",1609,44501,44501,20425,"Worcester",42.2604269,-71.8123003
"Xing Xing Chinese Restaurant","Chinese",1,8,4,"(508) 754-6980","336 Grafton St  Worcester, MA 01604",1604,47438,47438,33032,"Worcester",42.2556918,-71.7857131
"Crown Fried Chicken","Seafood",2,23,3.5,"(508) 595-0220","443 Lincoln St  Worcester, MA 01605",1605,41023,41023,24799,"Worcester",42.2917953,-71.780353
"New Chef Ho Restaurant","Chinese",1,12,4,"(508) 754-8832","208 Millbury St  Worcester, MA 01610",1610,21388,21388,15545,"Worcester",42.2501805,-71.8007033
"Boston Market","Comfort Food",1,21,3.5,"(508) 421-9352","14 Park Ave  Worcester, MA 01605",1605,41023,41023,24799,"Worcester",42.2841227,-71.8085842
"Wexford House","American",1,15,3.5,"(508) 757-8982","503 Shrewsbury St  Worcester, MA 01604",1604,47438,47438,33032,"Worcester",42.2734347,-71.7698574
"PopeyeÎês Louisiana Kitchen","American",2,19,2.5,"","630 Park Ave  Worcester, MA 01603",1603,37454,37454,14613,"Worcester",42.2470522,-71.8340282
"GD Lounge","Lebanese",1,6,4.5,"(508) 755-6555","2 Washington Sq  Worcester, MA 01604",1604,47438,47438,33032,"Worcester",42.2611405,-71.7948358
"Olive Garden Italian Restaurant","Italian",2,42,2.5,"(508) 755-5268","7 Tobias Boland Way  Worcester, MA 01607",1607,47987,47987,8415,"Worcester",42.2320317,-71.7885612
"Eat Smart Pizza","Pizza",2,8,3.5,"(508) 799-0066","39 Granite St  Worcester, MA 01604",1604,47438,47438,33032,"Worcester",42.2469094,-71.7890149
"Grill On the Hill","Modern European",1,8,3,"(508) 799-1837","2 GreenHill Ave  Worcester, MA 01605",1605,41023,41023,24799,"Worcester",42.2875811,-71.7772696
"Brisas","Restaurants",2,2,4.5,"(508) 459-9801","12 Boylston St  Worcester, MA 01605",1605,41023,41023,24799,"Worcester",42.2998271,-71.7661428
"Kelley Square Pizza","Pizza",2,23,3,"(508) 754-7522","29 Kelley Sq  Worcester, MA 01610",1610,21388,21388,15545,"Worcester",42.2545508,-71.7973833
"Palace Pizza","Pizza",1,24,4,"(508) 792-6222","1032 Southbridge St  Worcester, MA 01610",1610,21388,21388,15545,"Worcester",42.2313483,-71.8189055
"LucianÎês II","Middle Eastern",1,2,5,"(508) 754-8010","100 Front St  Worcester, MA 01608",1608,26526,26526,3634,"Worcester",42.2627911,-71.7990698
"La Reyna Express","Caribbean",1,2,5,"(774) 823-3178","90 Madison St  Worcester, MA 01608",1608,26526,26526,3634,"Worcester",42.2582668,-71.8019203
"Bagel Time","Bagels",2,56,3.5,"(508) 798-0440","194 Park Ave  Worcester, MA 01609",1609,44501,44501,20425,"Worcester",42.2725964,-71.8148222
"Home Style Restaurant","Restaurants",2,2,5,"(508) 752-6973","82 Harrison St  Worcester, MA 01604",1604,47438,47438,33032,"Worcester",42.2548325,-71.7922334
"Golden Dragon Island Restaurant","Chinese",2,10,4,"(508) 754-5236","1328 Main St  Worcester, MA 01603",1603,37454,37454,14613,"Worcester",42.2415856,-71.8486078
"Ruby Tuesday","American",1,28,3,"(508) 854-9916","537 Lincoln Street  Worcester, MA 01605",1605,41023,41023,24799,"Worcester",42.2942433,-71.7739039
"Fresh Way Pizza Blackstone","Pizza",2,8,3.5,"(508) 755-1999","96 Water St  Worcester, MA 01604",1604,47438,47438,33032,"Worcester",42.2564278,-71.7960137
"BennieÎês Cafe","Pubs",1,6,4.5,"(508) 853-3303","13 E Mountain St  Worcester, MA 01606",1606,57646,57646,19516,"Worcester",42.3236847,-71.7926419
"Mai Tai Sushi & Bar","Sushi Bars",2,17,2.5,"(508) 751-5900","69 Green St  Worcester, MA 01603",1603,37454,37454,14613,"Worcester",42.2582499,-71.798579
"Makao Restaurant","Spanish",2,5,3,"(508) 767-3306","183 Millbury St  Worcester, MA 01610",1610,21388,21388,15545,"Worcester",42.2508022,-71.8000617
"US Fried Chicken","Chicken Wings",1,5,4,"(508) 757-2595","704 Main St  Worcester, MA 01610",1610,21388,21388,15545,"Worcester",42.258398,-71.8073358
"East Side Improvement Club","Italian",1,0,5,"(508) 752-9342","170 Shrewsbury St  Worcester, MA 01604",1604,47438,47438,33032,"Worcester",42.265666,-71.786789
"Brattle Stop Pizza & Market","Pizza",2,17,4.5,"(508) 853-1442","1 Brattle St  Worcester, MA 01606",1606,57646,57646,19516,"Worcester",42.3179021,-71.8169835
"Lucky Gourmet","Chinese",2,14,3.5,"(508) 791-8888","117 June St  Worcester, MA 01602",1602,61861,61861,21596,"Worcester",42.264585,-71.8335174
"LucianoÎês Cafe At Maxwell","Cafes",2,21,3,"(508) 755-6408","2 Washington Sq  Worcester, MA 01604",1604,47438,47438,33032,"Worcester",42.2611405,-71.7948358
"Great Wall","Chinese",2,13,2.5,"(508) 799-0803","521 Main St  Worcester, MA 01608",1608,26526,26526,3634,"Worcester",42.2617032,-71.8027378
"Wycked Java","Coffee & Tea",2,2,3,"(508) 736-3943","108 Water St.  Worcester, MA 01604",1604,47438,47438,33032,"Worcester",42.2561206,-71.7963176
"Restaurant Pizza Works","Pizza",1,10,3,"(508) 853-9066","456 Grove St  Worcester, MA 01605",1605,41023,41023,24799,"Worcester",42.2894205,-71.8090277
"Moes Southwest Grill","Mexican",1,19,3.5,"(508) 459-6060","3 Stafford St  Worcester, MA 01603",1603,37454,37454,14613,"Worcester",42.2439296,-71.8369006
"LeoÎês Ristorante","Italian",2,41,3,"(508) 753-9490","11 Leo Turo Way  Worcester, MA 01604",1604,47438,47438,33032,"Worcester",42.2635108,-71.7921601
"LeoÎês T-Bird Pizza","Pizza",1,13,4,"(508) 831-0411","366 Chandler St  Worcester, MA 01602",1602,61861,61861,21596,"Worcester",42.262663,-71.8293978
"Culpeppers Bakery & Cafe","Bakeries",1,35,3,"(508) 755-8393","500 Cambridge St  Worcester, MA 01610",1610,21388,21388,15545,"Worcester",42.2435812,-71.8101723
"Millbury Street Pizzeria","Pizza",1,3,3.5,"(508) 831-9820","121 Millbury St  Worcester, MA 01610",1610,21388,21388,15545,"Worcester",42.2520781,-71.7992865
"Long Island Hot Dog & Restaurant","Diners",2,15,3,"(508) 753-9223","68 Stafford St  Worcester, MA 01603",1603,37454,37454,14613,"Worcester",42.2410528,-71.8430115
"All Spice Cafe","American",1,0,4,"(508) 363-6147","123 Summer St  Worcester, MA 01604",1604,47438,47438,33032,"Worcester",42.2646358,-71.7969132
"Family Pizza Express","Pizza",1,2,4,"(508) 753-5353","90 Providence St  Worcester, MA 01604",1604,47438,47438,33032,"Worcester",42.2518814,-71.7928706
"Mrs MackÎês Bakery & Restaurant","Bakeries",1,31,3.5,"(508) 753-0610","1393 Grafton St  Worcester, MA 01604",1604,47438,47438,33032,"Worcester",42.2345061,-71.7466888
"JasonÎês Pizza Palace","Pizza",2,9,4,"(508) 756-7474","113 June St  Worcester, MA 01602",1602,61861,61861,21596,"Worcester",42.2646379,-71.8333043
"Armsby Abbey","Bars",2,527,4,"(508) 795-1012","144 Main St  Worcester, MA 01608",1608,26526,26526,3634,"Worcester",42.2687739,-71.8007814
"Atlas Pizza","Pizza",1,18,3.5,"(508) 756-9994","1282 Pleasant St  Worcester, MA 01602",1602,61861,61861,21596,"Worcester",42.2799248,-71.868955
"Krazy Horse Bar And Grill","American",2,2,2.5,"(774) 823-3131","287 Main St  Worcester, MA 01609",1609,44501,44501,20425,"Worcester",42.2663005,-71.8007113
"La Casa Del Mofongo","Spanish",1,0,4,"(508) 796-5184","848 Main St  Worcester, MA 01610",1610,21388,21388,15545,"Worcester",42.2546493,-71.814706
"Neighborhood Cafe","Cafes",2,0,4,"(774) 303-1156","340 Main St  Worcester, MA 01608",1608,26526,26526,3634,"Worcester",42.2653091,-71.8021009
"Foley & Son Fish & Chip","Seafood",1,6,2.5,"(508) 756-6492","274 Plantation St  Worcester, MA 01604",1604,47438,47438,33032,"Worcester",42.2673898,-71.7730805
"Patriots House Of Pizza","Pizza",1,2,4.5,"(508) 754-0306","322 Pleasant St  Worcester, MA 01609",1609,44501,44501,20425,"Worcester",42.2638565,-71.8133141
"John & Son II","Delis",2,0,5,"(508) 792-3400","226 Chandler St  Worcester, MA 01609",1609,44501,44501,20425,"Worcester",42.2609934,-71.8194688
"Paradise Pizza","Pizza",2,7,4,"(508) 755-6820","60 S Ludlow St  Worcester, MA 01603",1603,37454,37454,14613,"Worcester",42.2304803,-71.8496217
"Best Chinese Restaurant","Chinese",1,0,4,"(508) 752-3392","892 Main St Ste B  Worcester, MA 01610",1610,21388,21388,15545,"Worcester",42.2526299,-71.8179918
"Chinese Super Buffet","Chinese",1,19,2,"(508) 799-6868","50 Mill St  Worcester, MA 01603",1603,37454,37454,14613,"Worcester",42.2468757,-71.8323814
"Ho Toy Luau Restaurant","Chinese",1,14,2.5,"(508) 754-4929","401 Park Ave  Worcester, MA 01610",1610,21388,21388,15545,"Worcester",42.2574645,-71.8225016
"European Cafe & Deli","Delis",1,0,4,"(508) 797-1606","23 Millbury St  Worcester, MA 01610",1610,21388,21388,15545,"Worcester",42.2539902,-71.7980155
"Foodworks","Chinese",1,7,2.5,"(508) 752-3663","120 Stafford St  Worcester, MA 01603",1603,37454,37454,14613,"Worcester",42.2395208,-71.8445183
"Burncoat Pizza","Pizza",1,8,4,"(508) 852-5255","370 Burncoat St.  Worcester, MA 01606",1606,57646,57646,19516,"Worcester",42.3114226,-71.7893716
"GeorgeÎês Pizza II","Pizza",2,12,3,"(508) 799-4999","70 Lake Ave  Worcester, MA 01604",1604,47438,47438,33032,"Worcester",42.2713231,-71.7588936
"DennyÎês","American",1,26,1.5,"(508) 852-8448","494 Lincoln St  Worcester, MA 01605",1605,41023,41023,24799,"Worcester",42.2949049,-71.7753981
"Greendale Pizza","Pizza",1,8,4,"(508) 853-4400","414 W Boylston St  Worcester, MA 01606",1606,57646,57646,19516,"Worcester",42.3053082,-71.8002488
"J&J Pizza Express","Pizza",2,16,3.5,"(508) 797-0003","3 Rice Sq  Worcester, MA 01604",1604,47438,47438,33032,"Worcester",42.2506246,-71.7814312
"Family Kitchen","Restaurants",2,0,4,"(508) 799-2611","63 Hamilton St  Worcester, MA 01604",1604,47438,47438,33032,"Worcester",42.2562809,-71.7817929
"Garden Fresh","Delis",2,10,3.5,"(508) 752-0457","20 Major Taylor Blvd  Worcester, MA 01608",1608,26526,26526,3634,"Worcester",42.2689455,-71.7986781
"Kozora","Japanese",1,0,4,"(508) 762-9213","301 Park Venue  Worcester, MA 01609",1609,44501,44501,20425,"Worcester",42.2621959,-71.8200407
"Green China","Chinese",1,13,3.5,"(508) 755-6768","65 James St  Worcester, MA 01603",1603,37454,37454,14613,"Worcester",42.2329415,-71.8491514
"Maxwell SilvermanÎês Restaurant","American",2,52,2.5,"(508) 755-1200","25 Union St  Worcester, MA 01604",1604,47438,47438,33032,"Worcester",42.2569838,-71.7932164
"Woosta Pizza","Pizza",1,23,3,"(508) 792-0888","407 Main St  Worcester, MA 01608",1608,26526,26526,3634,"Worcester",42.2638587,-71.8017338
"Mofongos","Puerto Rican",3,0,4,"(508) 798-3190","118 Cambridge St  Worcester, MA 01603",1603,37454,37454,14613,"Worcester",42.2432141,-71.8263611
"China Sea","Chinese",1,17,3.5,"(508) 791-8882","566 SW Cutoff  Worcester, MA 01607",1607,47987,47987,8415,"Worcester",42.2138526,-71.7977311
"The Broadway Restaurant Catering and Ice Cream","Breakfast & Brunch",2,14,3,"(508) 753-3233","100 Water St  Worcester, MA 01604",1604,47438,47438,33032,"Worcester",42.2563601,-71.7963597
"Cantina Bar & Grille","Dance Clubs",2,0,3,"","385 Main St  Worcester, MA 01608",1608,26526,26526,3634,"Worcester",42.2642848,-71.801802
"Unique Chef Asian Bistro","Thai",1,4,3,"(508) 755-1044","819 Main St  Worcester, MA 01610",1610,21388,21388,15545,"Worcester",42.2553057,-71.8128441
"Ronzio Pizza","Pizza",1,13,3.5,"(508) 853-3377","490 Lincoln St  Worcester, MA 01605",1605,41023,41023,24799,"Worcester",42.2955765,-71.7766312
"JimÎês Pizza","Pizza",1,10,2.5,"(508) 757-6040","98 Belmont St  Worcester, MA 01605",1605,41023,41023,24799,"Worcester",42.271917,-71.7929889
"Road Runner Pizza","Pizza",2,14,2.5,"(508) 797-0318","3 Hamilton St  Worcester, MA 01604",1604,47438,47438,33032,"Worcester",42.2560347,-71.784757
"Grille 57","Pizza",2,17,2,"(508) 798-2000","57 Highland St  Worcester, MA 01609",1609,44501,44501,20425,"Worcester",42.2710866,-71.8040725
"Espress Yourself Coffee","Coffee & Tea",1,20,3.5,"(508) 755-3300","2 Richmond Ave.  Worcester, MA 01602",1602,61861,61861,21596,"Worcester",42.2734278,-71.8308452
"MoeÎês Hot Dog Truck","Food Stands",1,3,4.5,"","1015 Grafton St  Worcester, MA 01604",1604,47438,47438,33032,"Worcester",42.244375,-71.756926
"The Hangover Pub","Bars",2,21,4,"(508) 556-1266","102 Green St.  Worcester, MA 01604",1604,47438,47438,33032,"Worcester",42.2575812,-71.7977657
"Dragon Chef","Chinese",1,5,3.5,"(508) 753-8888","456 Grafton St  Worcester, MA 01604",1604,47438,47438,33032,"Worcester",42.2513954,-71.7823138
"ApplebeeÎês","American",2,17,2,"(508) 363-3032","632 Park Ave  Worcester, MA 01603",1603,37454,37454,14613,"Worcester",42.2469094,-71.8348098
"Napoli Italian Deli and Catering","Italian",1,51,4.5,"(508) 798-7999","79 S Quinsigamond AveShrewsbury, MA 01545",1545,88643,88643,31637,"Worcester",42.2691427,-71.7503062
"King Chef Chinese Restaurant","Chinese",1,18,3,"(508) 767-0209","205 Chandler St  Worcester, MA 01609",1609,44501,44501,20425,"Worcester",42.261049,-71.817368
"Fastway Pizza","Pizza",1,19,2.5,"(508) 852-2300","84 W Boylston St  Worcester, MA 01606",1606,57646,57646,19516,"Worcester",42.2916689,-71.8051871
"GeorgeÎês Pizza","Pizza",2,14,3,"(508) 755-4513","1347 Main St  Worcester, MA 01603",1603,37454,37454,14613,"Worcester",42.241166,-71.8495583
"Fresh Way Pizza","Pizza",1,11,3,"(508) 752-4132","1406 Main St  Worcester, MA 01603",1603,37454,37454,14613,"Worcester",42.2408803,-71.8545962
"The Citizen Wine Bar","Wine Bars",2,92,4,"(508) 459-9090","1 Exchange St  Worcester, MA 01608",1608,26526,26526,3634,"Worcester",42.2658411,-71.7994757
"Christos Pizza","Pizza",1,7,2.5,"(508) 799-5909","40 Cambridge St  Worcester, MA 01603",1603,37454,37454,14613,"Worcester",42.2440726,-71.8295345
"WendyÎês","Fast Food",2,8,2.5,"(508) 831-9910","500 Park Ave  Worcester, MA 01610",1610,21388,21388,15545,"Worcester",42.2527522,-71.8280533
"Worcester House of Pizza","Pizza",1,0,2,"(508) 752-9800","222 Chandler St  Worcester, MA 01610",1610,21388,21388,15545,"Worcester",42.2608758,-71.8191626
"Pho Sure","Vietnamese",2,107,4,"(508) 425-3314","100 Boston TurnpikeShrewsbury, MA 01545",1545,88643,88643,31637,"Worcester",42.2738039,-71.7495189
"Pizza Hut","Pizza",2,11,1.5,"(508) 753-2701","1269 Main St  Worcester, MA 01603",1603,37454,37454,14613,"Worcester",42.2423511,-71.8438662
"Tech Pizza","Pizza",1,19,3,"(508) 752-2133","137 Highland St  Worcester, MA 01609",1609,44501,44501,20425,"Worcester",42.2709503,-71.808225
"RobertÎês Restaurant","Fish & Chips",1,4,3,"(508) 752-3360","264 Grafton St  Worcester, MA 01604",1604,47438,47438,33032,"Worcester",42.2561779,-71.788731
"DominoÎês Pizza","Chicken Wings",2,13,2.5,"(508) 754-2236","304 Park Ave  Worcester, MA 01609",1609,44501,44501,20425,"Worcester",42.262236,-71.820695
"Village Store","Pizza",2,2,4,"(508) 752-3473","16 Laurel St  Worcester, MA 01608",1608,26526,26526,3634,"Worcester",42.270086,-71.795536
"Lime Leaf","Thai",2,226,3.5,"(339) 499-5350","435 Columbian St  Weymouth, MA 02190",2190,74205,74205,16780,"Weymouth",42.1805452,-70.9692479
"Mad Hatter Cafe","Breakfast & Brunch",1,219,4.5,"(339) 201-4247","119 Main St  Weymouth, MA 02188",2188,65251,65251,13828,"Weymouth",42.2034709,-70.9563359
"Passport","Tapas/Small Plates",2,120,4.5,"(339) 201-4189","61 Washington St  Weymouth, MA 02188",2188,65251,65251,13828,"Weymouth",42.219166,-70.9679057
"Union Brewhouse","Burgers",2,85,4,"(781) 340-0440","550 Washington St  Weymouth, MA 02188",2188,65251,65251,13828,"Weymouth",42.205506,-70.953526
"JennaÎês Drive In","Seafood",2,31,4,"(781) 337-0823","259 Park Ave  Weymouth, MA 02190",2190,74205,74205,16780,"Weymouth",42.1775666,-70.9416294
"WarrenÎês Place","Pizza",1,39,4.5,"(781) 331-7575","27 Pleasant St  Weymouth, MA 02190",2190,74205,74205,16780,"Weymouth",42.1721562,-70.9544041
"Sweet Lemons","Thai",2,95,4,"(781) 340-5551","828 Washington St  Weymouth, MA 02189",2189,62491,62491,14455,"Weymouth",42.2013271,-70.9433973
"JimmyÎês Broad Street Diner","American",1,38,4,"(781) 337-6620","122 Broad St  Weymouth, MA 02189",2189,62491,62491,14455,"Weymouth",42.2171219,-70.9613826
"Stockholders","Seafood",3,183,4,"(781) 335-3100","1073 Main St  Weymouth, MA 02190",2190,74205,74205,16780,"Weymouth",42.167596,-70.9556819
"Taj Modern Indian Cuisine","Indian",2,46,3.5,"(781) 803-2521","312 Bridge St  Weymouth, MA 02191",2191,68143,68143,8916,"Weymouth",42.2430677,-70.9531594
"Denly Gardens","Pizza",1,61,3.5,"(781) 335-9882","25 Lake St  Weymouth, MA 02189",2189,62491,62491,14455,"Weymouth",42.2133859,-70.9282048
"ThatÎês Italian Too","Sandwiches",1,29,4,"(781) 337-5414","957 Washington St  Weymouth, MA 02189",2189,62491,62491,14455,"Weymouth",42.1994613,-70.9377331
"The Red Rose Cafe","Cafes",1,18,4.5,"(781) 337-3322","800 Broad St  Weymouth, MA 02189",2189,62491,62491,14455,"Weymouth",42.2160334,-70.926359
"Ecco Trattoria","Italian",2,85,4,"(781) 335-5600","1167 Main St  Weymouth, MA 02190",2190,74205,74205,16780,"Weymouth",42.1643125,-70.9552788
"NickÎês Restaurant","Diners",1,21,3.5,"(781) 337-3270","33 Washington St  Weymouth, MA 02189",2189,62491,62491,14455,"Weymouth",42.2001363,-70.9401756
"Nikos Restaurant","Diners",1,82,4,"(781) 335-4423","948 Broad St  Weymouth, MA 02188",2188,65251,65251,13828,"Weymouth",42.2155492,-70.9224014
"Main Street Grille","American",2,57,3.5,"(781) 337-0801","1400 Main St  Weymouth, MA 02190",2190,74205,74205,16780,"Weymouth",42.1564338,-70.9548314
"The Mooring Bar and Grill","Bars",2,24,3.5,"(781) 812-2284","117 Bridge St  Weymouth, MA 02191",2191,68143,68143,8916,"Weymouth",42.2426998,-70.9610236
"Old Country Pizzeria","Pizza",2,16,4,"(781) 331-3838","1515 Commercial St  Weymouth, MA 02189",2189,62491,62491,14455,"Weymouth",42.2158002,-70.9209352
"Olympic Pizza","Pizza",1,28,4,"(781) 335-5990","15 Union St  Weymouth, MA 02190",2190,74205,74205,16780,"Weymouth",42.173752,-70.950644
"CaponeÎês Pizzeria and Prohibition Pub","Pizza",2,59,3.5,"(781) 340-0033","1229 Washington St  Weymouth, MA 02189",2189,62491,62491,14455,"Weymouth",42.1959539,-70.9266505
"NanaÎês Krispy Krunchy","American",1,21,3,"(781) 335-0009","336 Washington St  Weymouth, MA 02188",2188,65251,65251,13828,"Weymouth",42.212667,-70.959996
"Fishtail Kitchen","Indian",2,84,4,"(781) 340-9770","532 Pond St  Weymouth, MA 02190",2190,74205,74205,16780,"Weymouth",42.1521327,-70.954092
"KellyÎês Landing","American",2,39,3.5,"(781) 335-9899","159 Bridge St  Weymouth, MA 02191",2191,68143,68143,8916,"Weymouth",42.2424056,-70.959174
"Express Pizza N Grill","Pizza",2,15,3.5,"(781) 331-1400","583 North St  Weymouth, MA 02189",2189,62491,62491,14455,"Weymouth",42.2295361,-70.9437089
